Year,Stock,Asset Turnover,Average Inventory,Average Payables,Average Receivables,Book Value Per Share,Capex Per Share,Capex To Depreciation,Capex To Operating Cash Flow,Capex To Revenue,Capital Expenditure Coverage Ratio,Cash Conversion Cycle,Cash Flow Coverage Ratios,Cash Per Share,Cash Ratio,Company Equity Multiplier,Current Ratio,Days Of Inventory On Hand,Days Of Sales Outstanding,Debt Ratio,Dividend Payout Ratio,Dividend Yield,EBIT Per Revenue,EBT Per EBIT,EV To Sales,Earnings Yield,Effective Tax Rate,Enterprise Value,Enterprise Value Over Ebitda,Ev To Free Cash Flow,Ev To Operating Cash Flow,Fixed Asset Turnover,Free Cash Flow Per Share,Free Cash Flow Yield,Graham Net Net,Graham Number,Income Quality,Intangibles To Total Assets,Interest Coverage,Inventory Turnover,Long Term Debt To Capitalization,Net Current Asset Value,Net Income Per Share,Net Profit Margin,PB Ratio,PE Ratio,Payables Turnover,Price Earnings To Growth Ratio,ROE,ROIC,Receivables Turnover,Research And Ddevelopement To Revenue,Return On Assets,Return On Capital Employed,Revenue Per Share,Sales General And Administrative To Revenue,Short Term Coverage Ratios,Stock Based Compensation To Revenue,Tangible Asset Value,Total Debt To Capitalization,Working Capital,Z_Score,Altman_Zone,Financial_Distress
2014,INDSWFTLAB,0.294385159,3626677691.0,1836106289.0,5863238797.0,147.9619846,-9.579404146,-0.465538658,-0.398792453,-0.05941428,-2.507570024,466.300415,0.069301811,2.414019756,0.01525561,3.701532769,1.41905759,274.9694857,312.5199422,0.632871057,0.0,0.0,-0.219064098,0.990887343,2.331136401,-0.920658984,0.167413504,15396044828.0,16.53661278,26.02551634,15.64673685,0.675918616,14.44162253,0.456291391,-251.2589443,311.4602213,-1.086410184,0.111571231,-1.456932535,1.327420019,0.620072522,-7175730920.0,-29.13885684,-0.180727754,0.213906296,-1.086178506,3.011824186,0.497803965,-0.196934753,-0.059458587,1.167925469,0.01244058,-0.053203569,-0.090692093,161.2306697,0.014485169,0.228491575,0.0,3557897963.0,0.700831058,2716306517.0,7.7817664173335315,Healthy,0
2018,INDSWFTLAB,0.395200787,3230518500.0,1276585500.0,5065411000.0,129.1613995,-3.300765038,-0.148332928,0.240150062,-0.02039869,4.164063057,395.2949965,-0.057615026,1.241607095,0.017559221,3.170018423,2.500766127,256.8890753,237.2624826,0.582641769,0.0,0.0,0.058801947,1.329993234,1.716291473,0.203493747,0.350348989,12985504193.0,7.907753678,-16.29285626,-20.20558669,0.840604625,-17.04535879,-0.421914801,-164.951673,154.5695197,2.696890474,0.039775266,0.52989414,1.42084672,0.615210083,-4837307000.0,8.221147771,0.050806599,0.312786964,4.914155921,3.692218248,0.071079755,0.063650191,0.016809942,1.538380598,0.000704729,0.020078808,0.028089553,161.8125971,0.022639365,-0.428804767,0.0,5277834000.0,0.64875124,4961893000.0,9.874184784932533,Healthy,0
2019,INDSWFTLAB,0.416920062,3360043500.0,1309527000.0,4990822000.0,129.5194384,-2.257386635,-0.123980533,-0.089155049,-0.014321425,-11.2164147,397.1329009,0.121434431,2.802870522,0.0080209,2.91898577,2.671349265,264.3561045,237.0528496,0.551507262,0.0,0.0,0.094863534,-0.267323962,1.448594748,-0.210501689,-0.071674962,11293868997.0,6.540167714,9.90061487,9.017925068,0.910455636,23.06239801,1.133287372,-134.3113459,111.7297261,-6.334365137,0.021952654,0.72182847,1.38071334,0.58182558,-3663418000.0,-4.283709362,-0.027176922,0.157119273,-4.750555718,3.500324273,0.031239654,-0.033073872,0.047392198,1.539741035,0.000504077,-0.011330604,0.047810393,157.6230489,0.022292636,0.8947118,0.0,5995840000.0,0.61683502,5399603000.0,9.520663553090513,Healthy,0
2020,INDSWFTLAB,0.490167499,3592424500.0,1370232500.0,4934356500.0,102.1388004,-0.744090987,-0.050366759,-0.032580174,-0.004932549,-30.69351317,359.8051911,0.134228454,3.368413891,0.036883459,3.013140712,3.001944213,258.5911305,196.7717375,0.552863463,0.0,0.0,0.124485987,0.162297371,1.591845959,-0.007402913,1.174761918,14188831400.0,7.142506194,10.86846194,10.51436555,1.191501156,22.09467553,0.307083759,-109.4833775,34.98672981,7.493522503,0.00517617,1.188603069,1.41149466,0.594449205,-2708516000.0,-0.532639575,-0.003530846,0.704433543,-135.0819586,3.819682641,1.54173542,-0.00521486,-0.01204917,1.854941185,0.007505628,-0.001730706,0.073780174,150.8532523,0.019397887,1.117617829,0.0,5940038000.0,0.624885882,6296577000.0,11.206363611379684,Healthy,0
2021,INDSWFTLAB,0.576808314,4020834500.0,1573867500.0,5475191500.0,101.7099655,-3.116580986,-0.14053024,-0.122542075,-0.017728222,-8.160462452,366.8690149,0.157682695,5.647211102,0.064208033,2.996527128,3.217881185,256.0936408,215.9336845,0.529209257,0.0,0.0,0.088976519,0.135598429,1.275930775,-0.005456891,1.171475535,13253521670.0,5.329330094,10.05126807,8.819564829,1.631085694,22.31616113,0.334826113,-83.17661209,28.84999527,11.99084772,0.000574791,1.010607658,1.425259912,0.585325318,-1235858000.0,-0.363701814,-0.002068865,0.655294707,-183.2545217,3.470957252,5.713229205,-0.003575872,-0.01019495,1.690333774,0.031496141,-0.001193339,0.063030099,175.7977175,0.018889155,1.434926379,0.0,5998270000.0,0.613270977,7418817000.0,12.316681276051344,Healthy,0
2022,INDSWFTLAB,0.661879188,4335517500.0,1899735500.0,5606129500.0,116.0511177,-2.173320557,-0.222632675,-0.065618776,-0.010577813,-15.23954051,283.8114478,0.225750164,7.686938506,0.049044313,2.674852445,3.138107877,244.1947454,153.1917072,0.472626893,0.0,0.0,0.150351443,0.476646203,0.967658616,0.146739127,0.447119319,11682639231.0,4.447181562,6.42436618,6.002807133,2.036823122,30.94708612,0.560635608,-84.68649442,145.4314823,1.719725366,0.003091997,1.969489966,1.494708657,0.524807765,223837000.0,8.09999994,0.039423677,0.475652472,6.814814988,3.213735279,-0.002899921,0.069796828,0.064974666,2.382635501,0.035263354,0.026093712,0.124930427,205.4602835,0.016992736,1.785999031,0.0,6762907000.0,0.558344307,7934281000.0,12.2573188410804,Healthy,0
2012,INDSWFTLTD,0.279334598,3474962500.0,704797500.0,4958922000.0,47.0576809,-7.225525717,-2.03675353,0.228060654,-0.084875114,4.384798434,649.4096926,-0.155177882,3.85262624,0.030644005,6.476402489,1.451746733,393.9535063,424.0097522,0.669923041,0.0,0.0,-0.043933911,7.002454925,2.441713099,-3.191996427,0.079825735,9598918694.0,-1079.37914,-5.342503453,-6.560918286,0.931415373,-38.90799957,-5.153377426,-144.0108757,159.7390854,1.209705959,0.0251826,-0.166598502,0.926505271,0.731034939,-3472164000.0,-24.09957303,-0.283087223,0.160441396,-0.313283559,2.165483703,0.0,-0.512128362,-0.013698364,0.860829257,0.00121667,-0.079076055,-0.020889734,85.13126384,0.053753756,-0.415409309,0.0,1818639000.0,0.812688175,2622678000.0,12.452989337489234,Healthy,0
2013,INDSWFTLTD,0.409983971,2914075500.0,1661537000.0,4985042000.0,22.97036913,-3.100412762,-0.556982075,-0.142396309,-0.025673583,-7.022653943,392.7065452,0.110211039,3.792817367,0.026093094,12.82325202,1.240937776,190.336201,346.12229,0.670701895,0.0,0.0,-0.057014772,3.827287838,1.650058902,-4.453157534,0.070564618,9402030673.0,-151.0948908,10.67148975,9.151909,1.394585393,18.67271314,3.395038753,-155.0559259,112.5098694,-0.826245746,0.025888796,-0.353695859,1.917659374,0.843713207,-4303376000.0,-24.49236644,-0.202813901,0.239438904,-0.224559763,2.539096065,-0.138766418,-1.066259157,-0.029018449,1.054540579,0.001256231,-0.083150449,-0.046148575,120.7627599,0.037427714,0.296019144,0.0,724015000.0,0.89583962,1652458000.0,17.917522536242515,Healthy,0
2014,INDSWFTLTD,0.339759611,1833616500.0,1708050000.0,5557876500.0,-7.84552134,-1.13802346,-0.145556902,-0.06695429,-0.013734564,-14.93556269,465.5750481,0.093994023,3.373194014,0.023643568,-31.08442068,1.027351389,105.1985205,499.8114841,0.741494577,0.0,0.0,-0.238283036,1.48240659,2.205663635,-5.43877453,0.015127239,9201289787.0,-15.32516404,11.523911,10.75233572,1.116300446,15.85899727,2.992263636,-151.9908578,71.33302237,-0.580732332,0.027563868,-2.750319567,3.469630546,1.078699048,-5293893000.0,-28.82550501,-0.347888913,-0.675544654,-0.183864949,2.617707992,-0.010375236,3.674135059,-0.11240879,0.730275337,0.001248662,-0.118198602,-0.195086783,82.85836075,0.052377168,0.231898212,0.0,-733435000.0,1.045353676,196463000.0,0.6083831941091101,Distressed,1
2019,INDSWFTLTD,0.547697543,507002500.0,2125270000.0,0.0,-131.6573375,-2.333551366,-0.376251358,-0.365352819,-0.038357588,-2.737080287,-299.7339642,0.034499457,6.701732216,0.02397887,-0.843684785,0.349549529,90.36787974,0.0,1.666738082,0.0,0.0,0.008427101,-5.99974792,3.030912825,-1.641935816,-0.147670866,9987470004.0,21.82147306,45.48856806,28.86919147,1.299401129,4.053566077,1.885379571,-231.1953148,102.2612533,-1.809298677,0.026710378,0.080103963,4.039045744,-7.600023637,-10861143000.0,-3.530162004,-0.058026792,-0.016330271,-0.609037205,0.935653101,0.001416673,0.026813257,0.010994789,0.0,0.010413322,-0.031781131,-0.052913894,60.83676009,0.039529595,0.09285171,0.0,-7291876000.0,3.461832006,-4254765000.0,7.050091539937558,Healthy,0
2020,INDSWFTLTD,0.530186881,576256000.0,2291210000.0,569464500.0,-128.3428143,-3.732286441,-0.618159691,-0.261713192,-0.056776498,-3.820976662,-177.613337,0.076589725,16.89116332,0.032634106,-0.966063855,0.37551603,109.3544458,116.752767,1.501763173,0.0,0.0,0.040047262,-2.068362882,2.836249731,-1.223265988,-0.010944896,10098730939.0,16.69818932,17.70827982,13.07378937,1.452499351,10.52869295,2.339709544,-213.8672475,126.0792874,-2.590692917,0.017774235,0.277145667,3.337770105,-9.69389915,-11015632000.0,-5.504696947,-0.08373886,-0.035062345,-0.817483695,0.904090714,-0.014648312,0.042890574,0.045969831,3.126264236,0.010957164,-0.044397245,-0.41227289,65.73646839,0.02903477,0.204141441,0.0,-7071011000.0,3.218282944,-4409856000.0,7.384072162874602,Healthy,0
2021,INDSWFTLTD,0.62953594,662143500.0,2179627500.0,1089213500.0,-132.9873008,-3.614238976,-0.61036819,-0.218424444,-0.04922233,-4.578242169,-112.2526132,0.087724836,12.17251406,0.003976922,-0.877049277,0.33785611,107.5677209,95.39944805,1.617181983,0.0,0.0,0.074798259,-0.658935132,2.713524117,-0.3314938,-0.021319036,10792059881.0,15.65225824,15.4064219,12.04128276,1.698771349,12.93262231,1.159876441,-216.6343612,105.1650623,-4.407146791,0.016441604,0.531925394,3.393211244,-5.262872073,-11096360000.0,-3.696155868,-0.050337957,-0.083842592,-3.016647674,1.157922252,0.092175346,0.027793299,0.100752481,3.826017943,0.013181338,-0.031689553,-0.346583482,73.42681582,0.033971414,0.215259838,0.0,-7307082000.0,3.390352788,-4751479000.0,7.773770651371027,Healthy,0
2022,INDSWFTLTD,0.633012364,794654500.0,2193181000.0,1042668500.0,-130.1030766,-5.691866982,-1.075415623,-0.42206065,-0.075019272,-2.369327728,-150.4787097,0.073589291,26.08706826,0.014234078,-0.921259835,0.291974179,149.5685584,92.88804779,1.52895801,0.0,0.0,0.038974991,1.625556437,2.4798109,0.654007359,0.353443409,10190991200.0,18.9116402,24.14005841,13.95148968,1.754227112,7.794031285,1.06041242,-201.1455284,118.6233076,-2.114698049,0.018368305,0.268016586,2.440352464,-1.336629002,-10805252000.0,4.806954085,0.063356048,-0.056493668,1.529034784,0.92890607,-0.006647977,-0.036947275,0.035940953,3.929461418,0.023336669,0.040105162,-0.055785444,75.87206365,0.041301504,0.12391059,0.0,-7166237000.0,3.447575361,-6629461000.0,9.660131592577532,Healthy,0
2012,INDTERRAIN,1.286980791,323800000.0,270150000.0,665950000.0,9.235414071,0.0,0.0,0.0,0.0,0.0,196.2504904,0.107555089,0.981195601,0.03816156,4.723536254,1.472980501,196.2724402,161.8497257,0.469381054,0.0,0.0,0.031062636,0.983572895,0.468891782,0.215489517,0.141962422,735128535.5,4.943702323,11.95330952,11.95330952,19.30788177,2.202318594,0.322447818,-8.943562095,17.48810978,1.283924843,0.002298473,0.515889831,1.859659969,0.445733935,97300000.0,1.471793402,0.026215078,0.739544535,4.64059697,2.254872564,0.034804477,0.159364095,0.0503633,2.255178366,0.0,0.033738302,0.097361056,56.14300962,0.0,0.168770582,0.0,255100000.0,0.689164758,339600000.0,13.239415021549002,Healthy,0
2013,INDTERRAIN,1.649793829,377150000.0,308650000.0,734300000.0,12.78005605,0.0,0.0,0.0,0.0,0.0,154.3025196,0.270070148,0.95726788,0.032595622,3.887783306,1.490858792,175.2,121.6456951,0.364851415,0.0,0.0,0.05386538,1.0,0.588626436,0.112289761,0.2096,1365966507.0,5.674975103,9.855458205,9.855458205,29.8277635,4.895842367,0.157523896,-7.85065632,31.67876254,1.1088,0.001137495,1.073883162,2.083333333,0.310331681,194700000.0,3.489965554,0.042575196,2.431914061,8.905531449,2.560627675,0.06480758,0.273079049,0.112349329,3.000517197,0.0,0.070240296,0.217315716,81.97180228,0.0,0.395547945,0.0,360200000.0,0.586514286,408100000.0,15.9537843405199,Healthy,0
2014,INDTERRAIN,1.348110668,394750000.0,249400000.0,868250000.0,42.24659081,0.0,0.0,0.0,0.0,0.0,184.3574234,0.271894094,20.5551055,0.029951929,1.704272152,2.404042894,107.9352844,121.0466237,0.182341473,0.0,0.0,0.078337523,1.0,1.345163605,0.050819821,0.20967033,3906489626.0,11.91002935,36.57761822,36.57761822,43.08753709,3.56956954,0.030186635,20.93863369,75.57953821,0.593993326,0.0,3.190743338,3.38165598,0.0,1060200000.0,6.009443851,0.061912469,2.799042425,19.67736165,8.17936615,0.272515842,0.142246835,0.108522453,3.015367044,0.0,0.083464859,0.169409487,97.06354776,0.0,0.271894094,0.0,1264000000.0,0.237083535,1139100000.0,23.322649647931424,Healthy,0
2015,INDTERRAIN,1.204052903,403450000.0,270850000.0,1070700000.0,44.66150087,-6.143176126,-9.584415584,-0.973614776,-0.068120981,-1.027100271,144.9468444,0.536827196,18.63763055,0.739513377,1.677000497,2.547286139,103.2067377,132.3280822,0.156929574,0.0,0.0,0.113719578,1.000541126,1.404584671,0.068603854,0.107084911,4565040639.0,11.62475335,760.8401065,20.07493685,12.24143126,0.166481738,0.001246587,19.14054413,95.95202076,0.614926988,0.0,7.347912525,3.536590808,0.054344633,1224000000.0,9.162044972,0.101596874,2.990271272,14.57644046,4.029232334,0.278109229,0.205144135,0.162316259,2.75829585,0.0,0.122328011,0.206365159,90.18038269,0.009999692,0.686801571,0.0,1609600000.0,0.208341531,1405400000.0,27.164514129801734,Healthy,0
2016,INDTERRAIN,1.274419791,514100000.0,433000000.0,1294950000.0,51.18850933,-3.513698923,-4.175159236,-1.068459658,-0.032794677,-0.935926774,151.6691629,0.349075391,17.24955474,0.597807914,1.642389654,2.467304477,123.038475,128.8858315,0.112056873,0.0,0.0,0.100410246,1.0,1.50520527,0.043729039,0.312655705,6017208587.0,11.99602988,-716.3343556,49.04000478,11.74728181,-0.225134027,-0.001331366,20.51399814,92.28567169,0.30568012,0.008001785,5.834302326,2.966551724,0.000471007,1429400000.0,7.394580724,0.06901641,3.303475882,22.86809926,3.640710961,-0.689051938,0.144457825,0.122004068,2.831963729,0.0,0.087955879,0.194835453,107.1423556,0.002976786,0.349971478,0.0,1884800000.0,0.155434687,1579700000.0,37.3804848696611,Healthy,0
2017,INDTERRAIN,1.064995357,692900000.0,654550000.0,705800000.0,53.77517376,-4.454249064,-4.004739336,-0.903743316,-0.042097397,-1.106508876,-4.643611951,0.500937584,13.33375504,0.331498591,1.847522423,2.065526505,121.8834694,0.0,0.099031702,0.0,0.0,0.106713165,0.912698413,1.695097007,0.036669916,0.349360614,6804966933.0,14.46019323,378.0537185,36.3901975,8.77678181,0.47441706,0.00259457,-21.62287534,90.07092443,0.47826087,0.009205465,8.383561644,2.994663688,0.010763636,1423000000.0,6.705094449,0.063370283,3.400268065,27.27031027,2.88475792,2.82871693,0.124687546,0.115327036,0.0,0.0,0.067489057,0.19096015,105.8081826,0.014671815,0.532611792,0.0,2005600000.0,0.15466523,1626100000.0,42.03407445687012,Healthy,0
2018,INDTERRAIN,1.009802281,745100000.0,854700000.0,0.0,60.53561686,-2.582937327,-1.768953069,-2.103004292,-0.023202405,-0.475510204,-27.06309248,0.139646389,9.367101285,0.033075342,1.82109892,2.119905672,98.25984345,0.0,0.079781003,0.0,0.0,0.107204584,0.879196113,1.299415348,0.049353655,0.354182366,5488340604.0,11.02740728,-106.7770545,117.7755494,8.41374502,-1.354724271,-0.009866892,-31.31943291,96.07086033,0.117056016,0.007817917,6.944785276,3.714640561,0.006832137,1620000000.0,6.776257008,0.0608708,2.268086296,20.26192378,2.912475656,19.42250122,0.111938349,0.111036689,0.0,0.0,0.061467473,0.17905018,111.3219631,0.01306911,0.146586977,0.0,2264100000.0,0.126858012,1852100000.0,37.01298851187914,Healthy,0
2019,INDTERRAIN,0.734487075,726100000.0,964600000.0,0.0,56.96167501,-1.797513527,-0.299254059,-0.489942529,-0.018449386,-2.041055718,-45.13415627,0.11313394,5.808973335,0.004969826,2.328752545,1.838531366,120.1178689,0.0,0.244471378,0.0,0.0,0.018314126,-1.698670606,0.593462735,-0.106248049,0.100869565,2193794345.0,8.167514315,30.8985119,15.76001685,2.930321046,1.871311737,0.072955623,-59.76073566,59.09990743,-1.210434783,0.004689145,0.371773751,3.038681948,0.240991782,753700000.0,-2.725262445,-0.02797165,0.450302769,-9.411937573,2.208747515,0.06710088,-0.04784379,0.014516976,0.0,0.0,-0.020544815,0.022116955,97.42945023,0.011875778,0.255788313,0.0,2137600000.0,0.36277863,1653500000.0,9.809005751001235,Healthy,0
2020,INDTERRAIN,0.457859015,695000000.0,989350000.0,1160950000.0,50.99003074,-0.56518575,-0.094339623,-0.156028369,-0.010320402,-6.409090909,319.4289064,0.123337999,5.59790795,0.001090453,2.345727529,1.729785726,161.9503673,397.5669653,0.245543193,0.0,0.0,-0.195993808,1.298468167,1.08771825,-0.261148938,0.433179724,2318688994.0,-11.37727671,19.48478146,16.44460279,1.941969573,3.057141101,0.101062516,-10.29087644,95.20082617,-0.259907834,0.002942566,-2.007688611,2.253776921,0.235203453,501600000.0,-7.899755367,-0.144251067,0.593253222,-3.829232501,1.5202732,-0.020220125,-0.154927449,-0.061932505,0.918084328,0.0,-0.066046651,-0.148066768,54.76393013,0.013041235,0.26463964,0.0,1971100000.0,0.365473146,1338500000.0,8.800274743624954,Healthy,0
2021,INDTERRAIN,0.711474994,724400000.0,964550000.0,2298650000.0,47.82719424,-0.323666455,-0.057501081,-0.059163701,-0.003954802,-16.90225564,215.933026,0.205634834,5.202999098,0.013949859,2.405128988,1.6354502,142.3961676,246.9583705,0.231276974,0.0,0.0,0.011507583,-1.997416021,0.906117693,-0.011096127,0.715394567,3047273801.0,11.97357093,14.40791395,13.55548844,3.607981976,5.147026704,0.106674129,-10.41208215,24.00286466,-2.908150065,0.00099433,0.234972678,2.563271232,0.199111618,591500000.0,-0.535388121,-0.006541778,1.008840279,-90.12153642,2.10469852,0.967337144,-0.01119422,0.003015945,1.477981893,0.0,-0.004654312,0.014458642,81.84137496,0.00666072,0.371816077,0.0,1960600000.0,0.357430113,1302800000.0,11.169767061738382,Healthy,0
2022,INDTERRAIN,0.916779556,1046250000.0,1322350000.0,2425950000.0,48.28633831,-0.251087133,-0.048309179,-0.0902379,-0.002196486,-11.08181818,143.7963204,0.111548316,9.351854403,0.001304413,2.58230122,1.612887597,149.6481086,187.7840455,0.200051258,0.0,0.0,0.06865016,0.305410122,0.612042342,0.035884053,0.324761905,3065108047.0,5.017364621,27.63848554,25.14444665,6.884795161,2.531414824,0.056128934,-8.495304887,41.93169319,0.743292683,0.000128144,1.568430657,2.439055218,0.167099772,980500000.0,1.618370703,0.014157348,0.934011557,27.86753239,1.884981685,-0.069668831,0.03351612,0.061463293,1.943722104,0.0,0.012979167,0.123695762,114.3131239,0.005571086,0.182375823,0.0,2114700000.0,0.340627143,1644500000.0,12.73823627391854,Healthy,0
2012,INDUSINDBK,0.048959869,0.0,3589825500.0,9848554000.0,157.0000624,-3.793946049,-2.510924791,0.379581834,-0.051374484,2.634478027,-169.96447999159997,-0.049513002,169.3749556,20.57927067,9.6073498,24.61409905,0.0,164.1320788,0.133832949,0.097188594,0.005104896,1.762773464,0.249159376,6.069053897,0.052525669,0.326815339,218000000000.0,3.403397657,-32.50360058,-44.84137688,4.746566583,-13.78901355,-0.033170587,-1157.07341,277.7262853,-0.308155317,0.0,1.331840564,0.0,0.562512568,-558000000000.0,21.83492113,0.29567047,2.647769726,19.03831067,0.0,0.707254738,0.139075876,0.244196901,2.223818785,0.0,0.014475987,0.086778668,73.84883978,0.008025739,0.0,-6.52e-05,76302536000.0,0.562512568,94456042000.0,29.991071969574996,Healthy,0
2013,INDUSINDBK,0.053932339,0.0,4665012000.0,21456138000.0,172.4224739,-3.375925192,-1.803959926,0.043123735,-0.037723479,23.1890858,75.698674634,-0.273388146,160.4053555,15.78357325,9.623608586,20.80661774,0.0,208.2055696,0.172569857,0.111486469,0.005964032,1.596065079,0.28411247,7.015139914,0.05349557,0.338439169,329000000000.0,4.338430176,-7.687854361,-8.019383358,4.617565969,-81.66054412,-0.162719026,-1288.21241,322.7260872,-1.929099344,0.0,1.396867466,0.0,0.624165378,-669000000000.0,26.84675224,0.299992692,2.91058349,18.69313657,0.0,0.81289078,0.155703324,0.205970191,1.753075101,0.0,0.016179308,0.086609979,89.49135412,0.00778513,0.0,6.56e-05,90429624000.0,0.624165378,106000000000.0,26.22402522899305,Healthy,0
2014,INDUSINDBK,0.054002142,0.0,4929170000.0,26178388000.0,201.7072024,-5.279794263,-2.196522004,0.866826555,-0.047284975,1.153633324,28.566718623999996,-0.015325854,241.7972306,28.17872244,10.25088694,33.828469,0.0,158.4740002,0.192210565,0.120104563,0.004607595,1.524117932,0.301660175,9.328688555,0.038363193,0.337908394,550000000000.0,6.035465934,-91.60636812,-171.0132006,5.090366571,-11.37074087,-0.012833793,-1587.813598,392.759045,-0.118646182,0.0,1.431967595,0.0,0.663336931,-832000000000.0,33.98978884,0.304406999,4.39250552,26.06665208,0.0,0.980237547,0.168510536,0.18806352,2.303216928,0.0,0.01643863,0.082648624,111.6590256,0.006605947,0.0,0.000514808,106000000000.0,0.663336931,149000000000.0,32.46088426945478,Healthy,0
2015,INDUSINDBK,0.055527532,0.0,6210109500.0,21952564500.0,307.0870948,-4.668483472,-1.718782284,0.03963252,-0.034591994,25.23180432,71.083379944,-0.29934541,175.4763539,12.81294547,7.914624068,15.13448201,0.0,85.98798787,0.161904781,0.12457499,0.005108382,1.354419227,0.329359568,8.785143759,0.041006479,0.340940369,683000000000.0,6.391309937,-9.681554813,-10.06525923,6.195229056,-122.4627449,-0.126563402,-1924.069964,523.5958646,-1.95659116,0.0,1.491112007,0.0,0.56167563,-1100000000000.0,39.67786831,0.294000525,3.150897554,24.38639012,0.0,1.456754658,0.129207215,0.171953927,4.24477894,0.0,0.016325123,0.075633737,134.9584947,0.005938856,0.0,0.000286048,177000000000.0,0.56167563,112000000000.0,25.085627666283113,Healthy,0
2016,INDUSINDBK,0.057268634,0.0,8684022500.0,33904123500.0,346.005524,-4.812909326,-1.505965953,-0.024823097,-0.028070304,-40.28506239,37.563264246,0.501833973,312.1883712,19.65808837,8.652880348,24.88035597,0.0,176.5496526,0.129047005,0.112512651,0.003794813,1.095815749,0.2558052,8.744482782,0.033727876,-9.7e-05,895000000000.0,7.846419643,7.929751143,7.732910163,7.662297316,189.0754432,0.132670554,-2273.549725,611.7268787,2.653699204,0.0,1.343778986,0.0,0.527550491,-1340000000000.0,48.06728322,0.280342549,4.118864946,29.64906541,0.0,1.402234702,0.138920566,0.25657396,2.06740707,0.0,0.016054835,0.063090525,171.4591073,0.00435069,0.0,0.000321505,206000000000.0,0.527550491,226000000000.0,40.109576515888975,Healthy,0
2017,INDUSINDBK,0.054680289,0.0,8679069000.0,53288178000.0,398.0092087,-3.936025053,-1.114103724,0.011390709,-0.019456977,87.79084637,63.577614412,-0.531370005,220.6091391,16.767139,9.295196358,24.01014906,0.0,171.9467605,0.175775509,0.119867867,0.003998279,1.259542282,0.359059333,11.04475629,0.033355721,0.342054651,1340000000000.0,8.648942728,-6.393115899,-6.465938023,9.052207536,-349.4829958,-0.193662308,-3009.481926,734.1984449,-3.776989519,0.0,1.56020682,0.0,0.620330234,-1790000000000.0,60.19373361,0.297556055,4.534065887,29.97986448,0.0,1.189052876,0.151237038,0.159918224,2.122750083,0.0,0.016270451,0.069117948,202.2937617,0.006077407,0.0,0.000100126,238000000000.0,0.620330234,181000000000.0,31.0783722772825,Healthy,0
2018,INDUSINDBK,0.051546222,0.0,9862838000.0,40224955000.0,443.7925178,-10.70041827,-2.811707839,0.100715224,-0.044932758,9.928985504,-521.4766653700001,-0.133395498,96.22924152,12.48211656,10.41024272,4.885901619,0.0,59.5404564,0.172394588,0.164489275,0.005179848,0.331785601,1.048111078,9.631493808,0.031490491,0.337245342,1380000000000.0,27.69531362,-19.61330222,-21.58866034,8.374567518,-116.9447162,-0.067092001,-4050.830852,740.3309206,-1.282932117,0.0,0.354184358,0.0,0.642175936,-2450000000000.0,54.88950104,0.230489745,3.927623786,31.75561839,0.0,-3.606359757,0.1236828,0.04222188,6.130285558,0.0,0.011880876,0.017175515,238.1429202,0.004874842,0.0,2.12e-05,267000000000.0,0.642175936,46023317000.0,24.332307752694057,Healthy,0
2019,INDUSINDBK,0.060362546,0.0,12304855500.0,31039986000.0,551.8002604,-6.067679406,-1.445188075,0.032576016,-0.02267284,30.69743104,862.2927468800001,-0.225552261,54.54638294,12.57562906,8.034655407,2.960888438,0.0,76.20683655,0.186263739,0.140532261,0.02573612,0.317393567,1.049376159,3.532758864,0.183133178,0.278279999,655000000000.0,10.60627143,-4.915684591,-5.07581801,9.912524809,-192.3298495,-0.547480376,-3785.27203,893.7268231,-2.089674782,0.0,0.351953215,0.0,0.599449637,-2650000000000.0,64.33468304,0.240396677,0.636643389,5.460507014,0.0,0.317507659,0.116590527,0.044499876,4.789596531,0.0,0.014510955,0.019238625,267.6188538,0.003895962,0.0,1.97e-05,382000000000.0,0.599449637,25032792000.0,6.776324788572725,Healthy,0
2020,INDUSINDBK,0.053508977,0.0,13637082000.0,46798083500.0,642.0094951,-4.661658405,-1.041376984,-0.007586325,-0.017570817,-131.8161327,862.2927468800001,0.927435776,547.6964303,39.01945718,7.722899465,27.63108358,0.0,103.148437,0.133629805,0.0,0.0,0.134018657,1.509890132,3.179623829,0.04194301,0.254373581,617000000000.0,21.07227598,1.383319415,1.372825105,10.35246607,609.8201244,0.638923062,-3712.237379,760.4459901,11.44589294,0.0,0.16820507,0.0,0.507876329,-2760000000000.0,40.03250615,0.150891334,1.486660274,23.84187511,0.0,-0.631171945,0.062355006,0.020322065,3.538589731,0.0,0.008074041,0.007199985,265.3068612,0.003225905,0.0,7.29e-06,470000000000.0,0.507876329,386000000000.0,18.832568485355758,Healthy,0
